blocker_id,blocker_type,player_name,position,source_layer,detail,prevents_app_wiring,recommended_action,notes
BLOCKER-0128,REVIEW_NEEDED_ROW,Darius Slayton,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0129,REVIEW_NEEDED_ROW,Romeo Doubs,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0130,REVIEW_NEEDED_ROW,Rashid Shaheed,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0131,REVIEW_NEEDED_ROW,Jauan Jennings,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0132,REVIEW_NEEDED_ROW,Chimere Dike,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0133,REVIEW_NEEDED_ROW,Tre Tucker,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0134,REVIEW_NEEDED_ROW,Joe Mixon,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|rb_dynasty_age_curve_after_27_active|rb_dynasty_age_curve_30_plus_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_status_no_team | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | rb dynasty age curve after 27 active | rb dynasty age curve 30 plus active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Local RotoWire source verifies no current NFL team; do not invent a team. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0135,REVIEW_NEEDED_ROW,Xavier Worthy,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0136,REVIEW_NEEDED_ROW,Zach Charbonnet,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0137,REVIEW_NEEDED_ROW,TreVeyon Henderson,RB,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0138,REVIEW_NEEDED_ROW,Adonai Mitchell,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0139,REVIEW_NEEDED_ROW,DeMario Douglas,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
BLOCKER-0140,REVIEW_NEEDED_ROW,Kayshon Boutte,WR,Veteran Full Dynasty Layer,Row remains REVIEW_NEEDED in the review artifact.,yes,Clear manual review/source caveats before app wiring.,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate"
